symbol,time,open,high,low,close,volume,value,source_index
VHM,2024-04-19,40.95,41.5,40.3,41.5,12530053,6420.0,10
VHM,2024-04-22,41.5,41.8,40.65,41.45,9176368,-8692.0,10
VHM,2024-04-23,41.0,41.4,40.2,40.2,8625501,1055.0,10
VHM,2024-04-24,40.35,40.9,40.25,40.6,5043450,-126.0,10
VHM,2024-04-25,40.85,40.85,40.4,40.7,2990723,-2134.0,10
VHM,2024-04-26,40.4,41.05,40.3,40.8,4706725,1196.0,10
VHM,2024-05-02,40.8,41.25,40.35,41.15,4572111,207.0,10
VHM,2024-05-03,41.3,41.4,40.85,41.1,4394307,-2002.0,10
VHM,2024-05-06,41.15,41.2,40.85,41.15,4947191,760.0,10
VHM,2024-05-07,41.25,41.25,40.9,41.05,4278931,2519.0,10
VHM,2024-05-08,41.0,41.0,40.5,40.9,6627436,-1753.0,10
VHM,2024-05-09,41.0,41.75,40.85,40.95,7302057,955.0,10
VHM,2024-05-10,41.0,41.1,40.35,40.35,7279272,-451.0,10
VHM,2024-05-13,40.45,40.55,39.7,40.1,9099062,-442.0,10
VHM,2024-05-14,41.1,41.25,40.15,40.15,6868337,36814.0,10
VHM,2024-05-15,40.2,40.4,40.05,40.25,6596952,-37048.0,10
VHM,2024-05-16,40.3,40.4,40.15,40.25,8263436,1435.0,10
VHM,2024-05-17,40.35,41.2,40.2,40.85,13311095,-1872.0,10
VHM,2024-05-20,41.05,41.25,40.45,40.45,9540756,4249.0,10
VHM,2024-05-21,40.5,40.75,40.05,40.2,9643856,-4349.0,10
VHM,2024-05-22,40.2,41.65,40.2,40.35,11930773,2953.0,10
VHM,2024-05-23,40.45,40.55,40.1,40.55,6389474,-2291.0,10
VHM,2024-05-24,40.4,40.55,39.75,39.8,12916069,514.0,10
VHM,2024-05-27,39.85,40.05,39.75,39.8,4623039,162.0,10
VHM,2024-05-28,39.85,40.05,39.75,39.95,5557706,-881.0,10
VHM,2024-05-29,40.0,40.1,39.45,39.45,8034994,911.0,10
VHM,2024-05-30,39.45,39.5,39.0,39.0,6427623,1142.0,10
VHM,2024-05-31,39.2,39.65,38.85,38.85,5855530,-2576.0,10
VHM,2024-06-03,39.2,39.4,39.1,39.3,5244069,913.0,10
VHM,2024-06-04,39.4,40.2,39.4,39.4,7959547,-934.0,10
VHM,2024-06-05,39.55,39.9,39.3,39.3,6219859,-593.0,10
VHM,2024-06-06,39.4,39.6,39.0,39.05,5113068,746.0,10
VHM,2024-06-07,39.3,39.3,39.0,39.0,4521596,315.0,10
VHM,2024-06-10,39.15,39.2,38.85,38.9,6325346,530.0,10
